preprocessing,model,k1,b,query,rank,doc,score,grade
raw,vector,,,4,3,1189,0.152036,0
raw,vector,,,4,4,488,0.136362,0
raw,vector,,,4,5,185,0.116845,0
raw,vector,,,4,6,1085,0.114096,0
raw,vector,,,4,7,1061,0.107723,0
raw,vector,,,4,8,1192,0.093643,0
raw,vector,,,4,9,1312,0.092069,0
raw,vector,,,4,10,236,0.091351,3
raw,vector,,,4,11,1123,0.089332,0
raw,vector,,,4,12,410,0.087375,0
raw,vector,,,4,13,1023,0.084612,0
raw,vector,,,4,14,1374,0.082243,0
raw,vector,,,4,15,575,0.080914,0
raw,vector,,,4,16,167,0.079110,0
raw,vector,,,4,17,1252,0.078389,0
raw,vector,,,4,18,574,0.078092,0
raw,vector,,,4,19,378,0.076406,0
raw,vector,,,4,20,435,0.076005,0
raw,vector,,,4,21,1026,0.075948,0
raw,vector,,,4,22,1242,0.075301,0
raw,vector,,,4,23,1241,0.072278,0
raw,vector,,,4,24,259,0.070778,0
raw,vector,,,4,25,1255,0.069963,0
raw,vector,,,4,26,1221,0.069491,0
raw,vector,,,4,27,1010,0.069322,0
raw,vector,,,4,28,914,0.066854,0
raw,vector,,,4,29,827,0.066220,0
raw,vector,,,4,30,1011,0.065002,0
raw,vector,,,4,31,31,0.063699,0
raw,vector,,,4,32,587,0.063439,0
raw,vector,,,4,33,24,0.062313,0
raw,vector,,,4,34,1198,0.061721,0
raw,vector,,,4,35,819,0.061184,0
raw,vector,,,4,36,190,0.060406,0
raw,vector,,,4,37,401,0.058403,0
raw,vector,,,4,38,1315,0.057531,0
raw,vector,,,4,39,576,0.056975,0
raw,vector,,,4,40,283,0.056732,0
raw,vector,,,4,41,73,0.056423,0
raw,vector,,,4,42,437,0.055931,0
raw,vector,,,4,43,563,0.055556,0
raw,vector,,,4,44,195,0.055468,0
raw,vector,,,4,45,623,0.055317,0
raw,vector,,,4,46,317,0.055294,0
raw,vector,,,4,47,273,0.055003,0
raw,vector,,,4,48,1297,0.054692,0
raw,vector,,,4,49,1286,0.053452,0
raw,vector,,,4,50,1199,0.053246,0
raw,vector,,,4,51,103,0.053169,0
raw,vector,,,4,52,656,0.052383,0
raw,vector,,,4,53,1160,0.052202,0
raw,vector,,,4,54,1073,0.052058,0
raw,vector,,,4,55,1180,0.052000,0
raw,vector,,,4,56,17,0.051965,0
raw,vector,,,4,57,658,0.051613,0
raw,vector,,,4,58,1077,0.051363,0
raw,vector,,,4,59,461,0.051094,0
raw,vector,,,4,60,263,0.051074,0
raw,vector,,,4,61,1109,0.050346,0
raw,vector,,,4,62,456,0.050322,0
raw,vector,,,4,63,552,0.049721,0
raw,vector,,,4,64,540,0.049685,0
raw,vector,,,4,65,43,0.049682,0
raw,vector,,,4,66,332,0.049632,0
raw,vector,,,4,67,4,0.049521,0
raw,vector,,,4,68,484,0.049476,0
raw,vector,,,4,69,280,0.049216,0
raw,vector,,,4,70,536,0.048224,0
raw,vector,,,4,71,1291,0.048109,0
raw,vector,,,4,72,1224,0.047219,0
raw,vector,,,4,73,570,0.047114,0
raw,vector,,,4,74,170,0.046907,0
raw,vector,,,4,75,517,0.046701,0
raw,vector,,,4,76,1296,0.046596,0
raw,vector,,,4,77,595,0.046250,0
raw,vector,,,4,78,1171,0.046214,0
raw,vector,,,4,79,943,0.046126,0
raw,vector,,,4,80,583,0.046031,0
raw,vector,,,4,81,1295,0.045375,0
raw,vector,,,4,82,1024,0.045255,0
raw,vector,,,4,83,493,0.045218,0
raw,vector,,,4,84,1375,0.044773,0
raw,vector,,,4,85,165,0.044697,0
raw,vector,,,4,86,1283,0.044496,0
raw,vector,,,4,87,956,0.044312,0
raw,vector,,,4,88,328,0.044303,0
raw,vector,,,4,89,140,0.044083,0
raw,vector,,,4,90,851,0.043983,0
raw,vector,,,4,91,449,0.043898,0
raw,vector,,,4,92,110,0.043740,0
raw,vector,,,4,93,426,0.043258,0
raw,vector,,,4,94,1059,0.043114,0
raw,vector,,,4,95,1230,0.042261,0
raw,vector,,,4,96,86,0.041934,0
raw,vector,,,4,97,327,0.041856,0
raw,vector,,,4,98,929,0.041650,0
raw,vector,,,4,99,611,0.041440,0
raw,vector,,,4,100,417,0.041219,0
raw,vector,,,5,1,103,0.192669,0
raw,vector,,,5,2,943,0.174313,0
raw,vector,,,5,3,1032,0.130679,0
raw,vector,,,5,4,746,0.109471,0
raw,vector,,,5,5,1296,0.102274,1
raw,vector,,,5,6,849,0.101155,0
raw,vector,,,5,7,28,0.099389,0
raw,vector,,,5,8,625,0.098607,0
raw,vector,,,5,9,828,0.096156,0
raw,vector,,,5,10,36,0.095720,0
raw,vector,,,5,11,410,0.094610,0
raw,vector,,,5,12,1374,0.093864,0
raw,vector,,,5,13,1068,0.092519,0
raw,vector,,,5,14,650,0.092454,0
raw,vector,,,5,15,540,0.091596,0
raw,vector,,,5,16,1272,0.088394,0
raw,vector,,,5,17,102,0.084088,0
raw,vector,,,5,18,1072,0.082606,0
raw,vector,,,5,19,1079,0.079192,0
raw,vector,,,5,20,1391,0.078942,0
raw,vector,,,5,21,552,0.078874,1
raw,vector,,,5,22,251,0.077449,0
raw,vector,,,5,23,42,0.076905,0
raw,vector,,,5,24,401,0.076286,3
raw,vector,,,5,25,1379,0.075887,0
raw,vector,,,5,26,1295,0.074575,0
raw,vector,,,5,27,575,0.073972,0
raw,vector,,,5,28,1073,0.073065,0
raw,vector,,,5,29,1248,0.073021,0
raw,vector,,,5,30,813,0.070973,0
raw,vector,,,5,31,117,0.070613,0
raw,vector,,,5,32,359,0.069304,0
raw,vector,,,5,33,1242,0.069223,0
raw,vector,,,5,34,1102,0.068914,0
raw,vector,,,5,35,355,0.068050,0
raw,vector,,,5,36,1268,0.067360,0
raw,vector,,,5,37,108,0.066622,0
raw,vector,,,5,38,488,0.066331,0
raw,vector,,,5,39,1180,0.065020,0
raw,vector,,,5,40,101,0.064968,0
raw,vector,,,5,41,893,0.064887,0
raw,vector,,,5,42,1010,0.064735,0
raw,vector,,,5,43,368,0.064237,0
raw,vector,,,5,44,925,0.062768,0
raw,vector,,,5,45,1200,0.062680,0
raw,vector,,,5,46,1297,0.061478,3
raw,vector,,,5,47,1011,0.061372,0
raw,vector,,,5,48,77,0.059949,0
raw,vector,,,5,49,62,0.058588,0
raw,vector,,,5,50,151,0.058260,0
raw,vector,,,5,51,1226,0.057782,0
raw,vector,,,5,52,544,0.057719,0
raw,vector,,,5,53,68,0.057099,0
raw,vector,,,5,54,1252,0.057094,0
raw,vector,,,5,55,236,0.056860,0
raw,vector,,,5,56,961,0.056758,0
raw,vector,,,5,57,1084,0.054780,0
raw,vector,,,5,58,1061,0.054169,0
raw,vector,,,5,59,1147,0.054031,0
raw,vector,,,5,60,567,0.053794,0
raw,vector,,,5,61,26,0.053205,0
raw,vector,,,5,62,56,0.053027,0
raw,vector,,,5,63,1305,0.052803,0
raw,vector,,,5,64,876,0.052534,0
raw,vector,,,5,65,332,0.052264,0
raw,vector,,,5,66,708,0.051735,0
raw,vector,,,5,67,19,0.051449,0
raw,vector,,,5,68,472,0.051394,0
raw,vector,,,5,69,342,0.051226,0
raw,vector,,,5,70,1055,0.050958,0
raw,vector,,,5,71,515,0.050639,0
raw,vector,,,5,72,1065,0.050351,0
raw,vector,,,5,73,968,0.050226,0
raw,vector,,,5,74,137,0.050158,0
raw,vector,,,5,75,536,0.049838,0
raw,vector,,,5,76,1392,0.049037,0
raw,vector,,,5,77,167,0.048807,0
raw,vector,,,5,78,537,0.048768,0
raw,vector,,,5,79,329,0.048722,0
raw,vector,,,5,80,1176,0.048566,0
raw,vector,,,5,81,517,0.048392,0
raw,vector,,,5,82,1048,0.048327,0
raw,vector,,,5,83,344,0.047750,0
raw,vector,,,5,84,78,0.047452,0
raw,vector,,,5,85,1294,0.047262,0
raw,vector,,,5,86,1066,0.046703,0
raw,vector,,,5,87,1336,0.046565,0
raw,vector,,,5,88,587,0.046409,0
raw,vector,,,5,89,327,0.046207,0
raw,vector,,,5,90,790,0.046052,0
raw,vector,,,5,91,824,0.046012,0
raw,vector,,,5,92,792,0.045639,0
raw,vector,,,5,93,1005,0.045130,0
raw,vector,,,5,94,1389,0.045033,0
raw,vector,,,5,95,568,0.045022,0
raw,vector,,,5,96,357,0.044994,0
raw,vector,,,5,97,1046,0.044772,0
raw,vector,,,5,98,172,0.044102,0
raw,vector,,,5,99,1158,0.044097,0
raw,vector,,,5,100,1077,0.044043,0
raw,vector,,,6,1,491,0.160573,0
raw,vector,,,6,2,386,0.145942,0
raw,vector,,,6,3,775,0.129684,0
raw,vector,,,6,4,385,0.123367,0
raw,vector,,,6,5,1282,0.117802,0
raw,vector,,,6,6,1273,0.116684,0
raw,vector,,,6,7,472,0.116002,0
raw,vector,,,6,8,257,0.113018,3
raw,vector,,,6,9,315,0.098407,0
raw,vector,,,6,10,251,0.095201,0
raw,vector,,,6,11,1110,0.089858,0
raw,vector,,,6,12,883,0.088670,0
raw,vector,,,6,13,228,0.087252,0
raw,vector,,,6,14,406,0.086198,0
raw,vector,,,6,15,121,0.082365,0
raw,vector,,,6,16,607,0.078904,0
raw,vector,,,6,17,355,0.078507,0
raw,vector,,,6,18,914,0.078447,0
raw,vector,,,6,19,148,0.077787,0
raw,vector,,,6,20,646,0.077176,0
raw,vector,,,6,21,1363,0.077104,0
raw,vector,,,6,22,1364,0.076449,0
raw,vector,,,6,23,651,0.074355,0
raw,vector,,,6,24,934,0.073710,0
raw,vector,,,6,25,1380,0.073502,0
raw,vector,,,6,26,1079,0.073093,0
raw,vector,,,6,27,296,0.071912,0
raw,vector,,,6,28,1190,0.071357,0
raw,vector,,,6,29,610,0.070039,0
raw,vector,,,6,30,893,0.068280,0
raw,vector,,,6,31,730,0.068097,0
raw,vector,,,6,32,786,0.065245,0
raw,vector,,,6,33,117,0.065009,0
raw,vector,,,6,34,817,0.064074,0
raw,vector,,,6,35,556,0.063705,0
raw,vector,,,6,36,861,0.063508,0
raw,vector,,,6,37,1068,0.063228,0
raw,vector,,,6,38,802,0.062466,0
raw,vector,,,6,39,243,0.062308,0
raw,vector,,,6,40,1148,0.061908,0
raw,vector,,,6,41,849,0.061522,0
raw,vector,,,6,42,138,0.061323,0
raw,vector,,,6,43,294,0.060745,0
raw,vector,,,6,44,36,0.060663,0
raw,vector,,,6,45,418,0.059703,0
raw,vector,,,6,46,265,0.059291,0
raw,vector,,,6,47,640,0.058689,0
raw,vector,,,6,48,287,0.058635,0
raw,vector,,,6,49,865,0.058623,0
raw,vector,,,6,50,28,0.058242,0
raw,vector,,,6,51,737,0.058080,0
raw,vector,,,6,52,1268,0.057478,0
raw,vector,,,6,53,398,0.056388,0
raw,vector,,,6,54,142,0.056225,0
raw,vector,,,6,55,1196,0.055952,0
raw,vector,,,6,56,300,0.055926,0
raw,vector,,,6,57,130,0.055802,0
raw,vector,,,6,58,236,0.055706,0
raw,vector,,,6,59,1374,0.055671,0
raw,vector,,,6,60,966,0.055487,0
raw,vector,,,6,61,767,0.055149,0
raw,vector,,,6,62,1072,0.054638,0
raw,vector,,,6,63,42,0.054525,0
raw,vector,,,6,64,1301,0.054464,0
raw,vector,,,6,65,343,0.054243,0
raw,vector,,,6,66,78,0.053772,0
raw,vector,,,6,67,587,0.053720,0
raw,vector,,,6,68,344,0.053562,0
raw,vector,,,6,69,741,0.053509,0
raw,vector,,,6,70,828,0.053317,0
raw,vector,,,6,71,834,0.053234,0
raw,vector,,,6,72,798,0.053048,0
raw,vector,,,6,73,792,0.052547,0
raw,vector,,,6,74,544,0.052327,0
raw,vector,,,6,75,558,0.052131,0
raw,vector,,,6,76,489,0.052003,0
raw,vector,,,6,77,409,0.051625,0
raw,vector,,,6,78,959,0.050876,0
raw,vector,,,6,79,1388,0.050548,0
raw,vector,,,6,80,128,0.050361,0
raw,vector,,,6,81,740,0.049956,0
raw,vector,,,6,82,154,0.049750,0
raw,vector,,,6,83,413,0.049507,0
raw,vector,,,6,84,504,0.049407,0
raw,vector,,,6,85,256,0.049269,0
raw,vector,,,6,86,926,0.048970,0
raw,vector,,,6,87,443,0.048807,0
raw,vector,,,6,88,112,0.048747,0
raw,vector,,,6,89,825,0.048189,0
raw,vector,,,6,90,1225,0.048063,0
raw,vector,,,6,91,1214,0.047800,0
raw,vector,,,6,92,1237,0.047361,0
raw,vector,,,6,93,564,0.046882,0
raw,vector,,,6,94,1263,0.046841,0
raw,vector,,,6,95,271,0.046085,0
raw,vector,,,6,96,1281,0.045910,0
raw,vector,,,6,97,1241,0.045850,0
raw,vector,,,6,98,819,0.045763,0
raw,vector,,,6,99,419,0.045727,0
raw,vector,,,6,100,960,0.045236,0
raw,vector,,,7,1,492,0.528384,0
raw,vector,,,7,2,56,0.237450,3
raw,vector,,,7,3,57,0.222377,3
raw,vector,,,7,4,124,0.214351,0
raw,vector,,,7,5,434,0.185995,0
raw,vector,,,7,6,1040,0.155663,0
raw,vector,,,7,7,233,0.141598,0
raw,vector,,,7,8,232,0.139476,0
raw,vector,,,7,9,973,0.135641,0
raw,vector,,,7,10,1231,0.133402,0
raw,vector,,,7,11,759,0.129532,0
raw,vector,,,7,12,248,0.120983,0
raw,vector,,,7,13,122,0.119351,0
raw,vector,,,7,14,48,0.108668,0
raw,vector,,,7,15,354,0.101510,0
raw,vector,,,7,16,37,0.098340,0
raw,vector,,,7,17,197,0.091357,0
raw,vector,,,7,18,1307,0.090457,0
raw,vector,,,7,19,688,0.087538,0
raw,vector,,,7,20,1192,0.085961,0
raw,vector,,,7,21,1186,0.082425,0
raw,vector,,,7,22,32,0.080485,0
raw,vector,,,7,23,234,0.079863,0
raw,vector,,,7,24,1347,0.079842,0
raw,vector,,,7,25,469,0.079706,0
raw,vector,,,7,26,1114,0.079133,0
raw,vector,,,7,27,680,0.078719,0
raw,vector,,,7,28,443,0.078126,0
raw,vector,,,7,29,1352,0.077892,0
raw,vector,,,7,30,1006,0.075113,0
raw,vector,,,7,31,1350,0.074997,0
raw,vector,,,7,32,27,0.073670,0
raw,vector,,,7,33,225,0.071846,0
raw,vector,,,7,34,498,0.071298,0
raw,vector,,,7,35,947,0.071258,0
raw,vector,,,7,36,312,0.071242,0
raw,vector,,,7,37,240,0.071014,0
raw,vector,,,7,38,1355,0.070469,0
raw,vector,,,7,39,69,0.070112,0
raw,vector,,,7,40,1104,0.069401,0
raw,vector,,,7,41,567,0.068999,0
raw,vector,,,7,42,174,0.067409,0
raw,vector,,,7,43,1115,0.067109,0
raw,vector,,,7,44,992,0.066108,0
raw,vector,,,7,45,801,0.065971,0
raw,vector,,,7,46,808,0.065938,0
raw,vector,,,7,47,1179,0.065424,0
raw,vector,,,7,48,58,0.065352,3
raw,vector,,,7,49,1077,0.064490,0
raw,vector,,,7,50,189,0.064354,0
raw,vector,,,7,51,231,0.063109,0
raw,vector,,,7,52,694,0.062450,0
raw,vector,,,7,53,1000,0.062325,0
raw,vector,,,7,54,712,0.061495,0
raw,vector,,,7,55,815,0.060747,0
